x,y,fx,fy
0,0,0.0347203,-0.041032035
20,0,0.0051240143,0.0070629315
40,0,0.18318652,-0.15465692
60,0,0.23937754,-0.24472097
80,0,0.27102217,-0.22044106
100,0,0.2588315,0.009313776
120,0,0.04941384,0.010470555
140,0,0.10807859,-0.09464327
160,0,0.26417017,-0.07996018
180,0,0.24804135,-0.2339554
200,0,0.26045835,-0.21063408
220,0,0.25389227,-0.21951124
240,0,0.12502915,-0.12757955
260,0,0.0018449433,0.007902959
280,0,0.14259411,0.022475336
300,0,0.058177978,-0.033638917
320,0,0.13727829,-0.13898952
340,0,1.010536,0.7146388
360,0,0.23916386,-0.21219926
380,0,0.25260442,-0.123136304
400,0,0.8627916,0.28885323
420,0,0.74680686,-0.35369655
440,0,0.25935322,0.09785982
460,0,0.26538005,0.030924356
480,0,0.21881689,0.21486884
500,0,0.2584452,0.0048153754
520,0,0.2642367,-0.00073378545
540,0,0.2602821,-0.042221222
560,0,0.32977295,-0.20498946
580,0,0.24151263,-0.19005467
600,0,0.05726768,-0.053724207
620,0,0.19687852,0.010891857
640,0,0.2234036,-0.06309374
660,0,0.037101936,-0.009580702
680,0,0.2592103,0.22206096
700,0,0.17449516,-0.016416673
720,0,0.03898124,0.0075553237
740,0,0.24759813,0.20362268
760,0,0.06363385,0.012858244
780,0,0.26447007,0.1948982
800,0,0.08813761,0.08960212
820,0,0.28129923,-0.009876434
840,0,0.1895559,-0.0013166785
860,0,0.17983373,-0.022534328
880,0,0.34232363,-0.004683042
900,0,0.20585595,0.01090986
920,0,0.25472468,0.010384908
940,0,0.25473246,0.14720146
960,0,0.24750192,0.2671815
980,0,0.28305033,0.23693775
0,20,-0.014355816,-0.11485682
20,20,0.032518413,0.01108186
40,20,0.40493467,-0.0962926
60,20,0.3026826,-0.23786762
80,20,0.3045857,-0.1798638
100,20,0.3087173,-0.05063285
120,20,0.0032971373,-0.10423973
140,20,0.2669109,-0.27596837
160,20,0.26134634,-0.19094452
180,20,0.23552413,-0.20701237
200,20,0.19369344,-0.22344354
220,20,0.20439264,-0.11064459
240,20,0.07532592,-0.11625398
260,20,0.0008102364,-0.088412546
280,20,0.06400218,-0.049771942
300,20,0.00030584147,-0.00033508215
320,20,0.27749598,-0.093305856
340,20,0.63839334,-0.42001125
360,20,0.48237017,0.11209649
380,20,0.40826875,-0.38847628
400,20,0.66405904,0.2585568
420,20,0.45246175,0.52329165
440,20,0.040834025,0.09561952
460,20,0.0684764,0.36147586
480,20,0.20459703,0.18383187
500,20,0.25299847,-0.0017322897
520,20,0.31603462,-0.009470764
540,20,0.18302083,0.013629223
560,20,0.22814348,-0.0124285575
580,20,0.27127856,-0.05267082
600,20,0.048447557,-0.18456183
620,20,0.023730507,-0.012500394
640,20,0.11347316,0.110494845
660,20,0.2525742,-0.0040268367
680,20,0.32142428,-0.07413094
700,20,0.255331,0.0002536
720,20,0.19435495,0.0010239494
740,20,0.24991481,0.085935086
760,20,0.04740777,0.04368739
780,20,0.26291516,0.084446505
800,20,0.2720049,0.0043768096
820,20,0.27376303,0.0017520636
840,20,0.18082795,0.01925452
860,20,0.000575432,0.00034023402
880,20,0.30394596,0.019632585
900,20,0.3057775,-0.042254463
920,20,0.25615835,-0.0055076466
940,20,0.2713784,0.13290346
960,20,0.24580829,0.24662645
