x,y,fx,fy
0,0,0.24025942,-0.056375854
20,0,0.01019027,0.09067674
40,0,0.0036538816,-0.023548953
60,0,1.9741381e-05,6.813002e-06
80,0,3.9125553e-05,0.0019370355
100,0,0.028855901,-0.0041047046
120,0,-0.058436435,-0.04412311
140,0,0.007953004,0.0103428885
160,0,0.008575651,0.013787497
180,0,-0.12992227,0.12211046
200,0,0.0012802024,0.001067739
220,0,0.018348653,0.07136584
240,0,0.08746633,-0.035366755
260,0,0.019707594,-0.006678964
280,0,-0.0018123218,0.008891474
300,0,0.0890119,0.05888402
320,0,-0.06463894,0.024637397
340,0,-0.023509912,-0.057407882
360,0,-0.00701052,-0.014057186
380,0,-0.033664417,0.053346466
400,0,-0.00025717067,0.00056002283
420,0,0.002377165,-0.0033685414
440,0,-0.03375732,0.028300293
460,0,0.07972919,-0.00781454
480,0,-0.15934584,0.06423593
500,0,-0.0072406554,0.015331207
520,0,-0.04744364,7.814329e-05
540,0,0.00043713933,0.1789431
560,0,0.06719263,0.045474183
580,0,0.0030616405,-0.0017432815
600,0,-0.009080623,0.010236517
620,0,0.01564849,0.024485966
640,0,0.16132577,-0.032383986
660,0,-0.0030844717,-0.001691311
680,0,-0.017067261,-0.028475894
700,0,0.010341912,-0.016661653
720,0,-0.026634933,-0.0056044604
740,0,-0.006691639,-0.0013700272
760,0,0.014727701,0.039722998
780,0,0.0035617743,0.019674523
800,0,-0.00055196125,0.018856434
820,0,0.014821393,0.011898383
840,0,0.020402532,0.017871127
860,0,0.05151368,0.049980536
880,0,1.2079923e-05,0.0002487059
900,0,0.05264063,0.040923897
920,0,-0.0024581256,0.009112536
940,0,-3.6333564e-05,7.998472e-05
960,0,-7.877743e-05,4.825942e-05
980,0,8.0261213e-07,-9.013463e-07
0,20,0.00028707716,0.0070836507
20,20,0.06072311,0.02136654
40,20,-1.4465579e-05,4.8024285e-05
60,20,-0.00044879227,-5.484379e-05
80,20,7.4524876e-05,8.681998e-05
100,20,0.021578964,-0.043678097
120,20,0.01008578,0.023243751
140,20,0.015401524,0.09597802
160,20,0.12254151,0.03570697
180,20,0.06298813,0.031380646
200,20,-2.3149178e-05,3.611344e-06
220,20,2.755381e-06,2.6293419e-05
240,20,0.044544335,0.025002403
260,20,-0.05266299,-0.0125772
280,20,-0.00028295143,0.00014583698
300,20,0.025331955,-0.029228132
320,20,0.05105778,0.03375824
340,20,0.0012942362,-0.010324802
360,20,0.01069292,0.031968247
380,20,0.03977374,0.01098484
400,20,-0.011212247,-0.023315093
420,20,-0.015666919,0.003675412
440,20,0.040959235,0.21716076
460,20,0.08088428,0.017358104
480,20,0.01143036,0.07805647
500,20,0.0060751094,0.04811029
520,20,0.07521853,0.106015265
540,20,0.019461386,0.109137416
560,20,0.012471788,0.005497152
580,20,0.024682114,0.007405658
600,20,-0.062596984,0.011384365
620,20,0.07684433,0.043594442
640,20,0.039911024,0.0016020243
660,20,-0.04725693,0.0020929233
680,20,-0.011272255,-0.035802662
700,20,-0.00027568804,-5.750452e-05
720,20,0.034520544,-0.022727542
740,20,-0.016997589,-0.052178442
760,20,0.042884406,-0.06422184
780,20,-0.015405919,-0.046797026
800,20,-2.7095284e-05,-2.9216919e-05
820,20,0.00015755782,5.980527e-05
840,20,0.03750136,0.0015452133
860,20,0.052473504,-0.004801137
880,20,-0.0023682213,-0.037224185
900,20,0.015777914,-0.0745252
920,20,1.42837325e-05,-0.00014716788
940,20,-4.4773495e-07,9.281742e-06
960,20,1.0940544e-06,7.2450786e-07
980,20,-0.00091388664,0.00067530316
0,40,-0.00010010141,0.00079576817
20,40,0.042995002,0.08723603
40,40,0.029215973,0.012289371
60,40,-0.026310561,-0.046956237
80,40,-0.0006222408,-0.000313672
100,40,0.15401731,0.011655621
120,40,-0.03383931,-0.046752926
140,40,-0.048956215,0.045077514
160,40,2.278442e-05,5.5648772e-05
180,40,0.014416043,-0.004446141
200,40,9.109683e-05,-1.4778309e-05
220,40,6.6486655e-06,-3.3115791e-06
240,40,-0.039116975,-0.010501939
260,40,-0.08097992,0.052668028
280,40,-5.8081052e-05,1.3335756e-05
300,40,0.056998044,0.03209995
320,40,3.303569e-05,2.0314452e-05
340,40,-0.0015662481,0.00024682048
360,40,-0.061885353,0.15224606
380,40,-0.1147618,0.09415095
400,40,0.026901897,-0.05693398
420,40,0.025016272,0.18018916
440,40,-0.016234634,0.22840951
460,40,0.044651147,0.12443219
480,40,0.030934438,0.14734977
500,40,-0.005207834,0.26050827
520,40,0.041250844,0.02203145
540,40,0.08859871,0.08754574
560,40,0.10161417,0.026465306
580,40,-0.14035574,0.25897995
600,40,-0.03469159,0.024316693
620,40,0.050882034,-0.047213934
640,40,-0.0014256974,-0.0532799
660,40,0.0577994,-0.009840196
680,40,-0.02641382,-0.08083143
700,40,0.0019014508,0.06852887
720,40,-0.04066016,0.06756915
740,40,0.008916051,-0.016041597
760,40,-0.031053677,-0.040925305
780,40,0.058417864,-0.043499775
800,40,0.028239375,-0.03735874
820,40,0.00013436213,6.333079e-05
840,40,-0.011587381,0.0037433656
860,40,-0.021408673,0.0022659514
880,40,-0.020160764,0.007479451
900,40,-0.07565154,-0.071257114
920,40,-0.004922249,-0.01666888
940,40,0.00074721774,-0.00038627963
960,40,-0.000107255364,4.988148e-05
980,40,-0.026320217,0.0028137888
0,60,0.010952156,0.00023202883
20,60,0.0031853989,0.055135783
40,60,0.00013079203,1.1842922e-05
60,60,-6.8801196e-06,-1.7734717e-05
80,60,0.08412443,-0.075711206
100,60,6.036439e-09,-6.4334017e-06
120,60,0.03417857,-0.047957327
140,60,-0.06414456,0.038903687
160,60,-0.005527675,0.004475498
180,60,-0.0023765722,-0.00028461678
200,60,-0.0005369812,0.00017313995
220,60,-0.00011618545,-0.00024861482
240,60,0.012016908,0.0036415237
260,60,-0.03347796,0.01100014
280,60,0.01966414,-0.009914122
300,60,3.4842776e-06,3.2182888e-06
320,60,-0.006977511,0.005698539
340,60,0.00022520842,0.00048613152
360,60,0.02660451,0.020739663
380,60,0.04193799,0.039545298
400,60,-0.119915545,0.025251582
420,60,-0.047388956,0.2484978
440,60,-0.0059940903,0.2460211
460,60,0.013701313,0.1576945
480,60,0.13182735,0.20704284
500,60,0.008280518,0.26200315
520,60,-0.01381753,-0.010174488
540,60,0.00055004586,0.0027495737
560,60,-0.005382954,-0.090660125
580,60,0.12117247,0.039252352
600,60,-0.024487952,-0.020492563
620,60,-0.074306145,-0.02931183
640,60,-0.012760892,0.051468715
660,60,0.00524584,0.01681078
680,60,0.0003458366,-0.016105002
700,60,0.010260085,0.015788877
720,60,0.007568178,0.018838586
740,60,0.006361791,0.006263289
760,60,-0.008505085,-0.0025845529
780,60,-0.00018097626,-0.026696987
800,60,0.014427501,-0.004499036
820,60,0.01486508,-0.039068304
840,60,-0.046295367,0.008582036
860,60,-0.0300212,0.022195375
880,60,-0.029328277,-0.052535675
900,60,-0.033551734,-0.042773355
920,60,-0.00029731824,-0.00017550883
940,60,0.00029658494,-0.00049657706
960,60,-0.026028479,0.0014576272
980,60,-0.038823117,0.07389983
0,80,-0.17489518,0.124789305
20,80,-0.0030143065,-0.012181297
40,80,-0.0046218196,-0.010716332
60,80,-0.008514152,0.011896949
80,80,-0.03442695,-0.0308556
100,80,-0.007397699,0.006176294
120,80,0.03283983,-0.006975362
140,80,0.12043972,-0.006702619
160,80,-4.7925896e-05,-0.00011376977
180,80,0.035465077,-0.021330452
200,80,-0.19298704,0.01942928
220,80,-0.004826826,-0.006253305
240,80,0.0027699156,-0.0023637954
260,80,0.04613888,0.052247606
280,80,-0.0006479289,-8.333948e-05
300,80,-1.4469911e-05,-1.7208464e-05
320,80,-0.00023943385,0.0005755444
340,80,-0.0007332009,-0.00014389583
360,80,-0.009161728,-0.040679652
380,80,-0.02274566,-0.12561876
400,80,-0.0061486745,-0.003123684
420,80,-0.0059219617,0.24561663
440,80,-0.013844578,0.26202765
460,80,-0.027919408,0.18694253
480,80,-0.011957125,0.25497982
500,80,-0.14203396,0.24189338
520,80,-0.070858434,0.21623094
540,80,-0.031745054,0.13150263
560,80,0.0054142238,0.004987497
580,80,0.033405565,0.0023470223
600,80,0.032395102,0.13287622
620,80,-0.0518985,0.10761953
640,80,-0.066980876,-0.04882814
660,80,0.0066180606,-0.00064125773
680,80,0.024423813,-0.048793864
700,80,-0.014635085,0.04120926
720,80,-0.05685767,0.014168693
740,80,-8.997158e-05,0.0010800192
760,80,-0.020180391,0.011506288
780,80,-0.08276513,0.0012801536
800,80,-0.00845396,0.0015794671
820,80,-0.001809595,0.009220659
840,80,6.0539798e-05,-3.738267e-05
860,80,0.0052142898,-0.02002564
880,80,0.0072835474,-0.0021515847
900,80,-0.0043631974,0.0017342994
920,80,1.3204921e-06,2.934718e-06
940,80,-0.009919282,-0.022923006
960,80,0.050500676,-0.023918992
980,80,0.03858538,-0.02662579
0,100,9.7948985e-05,0.00030749108
20,100,0.021805687,0.075394
40,100,-0.00019727215,-0.00041080875
60,100,-7.3224373e-07,-1.9716827e-05
80,100,0.0014885941,0.06595524
100,100,-0.1935825,-0.018903583
120,100,-0.12857552,0.0015959719
140,100,-0.015936991,-0.047468483
160,100,-4.407301e-05,-0.024915854
180,100,0.012486698,-0.21387142
200,100,-0.09945554,0.1291635
220,100,0.0774781,0.016445544
240,100,-0.008073041,0.050709132
260,100,0.017963473,0.015336854
280,100,0.0036850136,-0.0017310786
300,100,-0.004208513,0.014446575
320,100,2.5683798e-07,-2.4728137e-05
340,100,0.0040816027,-0.002333492
360,100,0.080686085,0.05024489
380,100,0.00015372805,-0.0004942065
400,100,-0.034487728,-0.012937783
420,100,-0.019843308,-0.007489224
440,100,-0.023035377,0.24732338
460,100,0.00835007,0.26139796
480,100,-0.0181581,0.27960742
500,100,-0.114679635,0.26730308
520,100,-0.06759283,0.19235834
540,100,0.017528294,0.08474419
560,100,0.004262156,0.016260315
580,100,0.034176815,0.053268224
600,100,0.00881378,0.2532273
620,100,0.018039292,0.2924191
640,100,0.07329699,0.13272735
660,100,-0.047395702,0.041505244
680,100,0.0002649219,-9.8815704e-05
700,100,-0.056179,0.01071331
720,100,-0.012574808,0.010218586
740,100,-1.6916323e-05,1.2913817e-06
760,100,-0.00089758006,-0.00012790796
780,100,-0.00024856257,-8.977447e-06
800,100,-0.0003286714,0.0001180325
820,100,5.4207176e-05,2.3471735e-05
840,100,2.6858017e-05,-0.008590663
860,100,0.07168924,-0.02322505
880,100,-0.02036761,0.024052368
900,100,0.019040685,-0.020481167
920,100,-0.043072686,-0.006842882
940,100,0.0069888704,-0.009528621
960,100,0.0010087019,0.00044725987
980,100,-0.0033787668,0.007767418
0,120,-0.04778172,-0.05767827
20,120,0.013528082,0.0033479976
40,120,-0.055574935,-0.0069052996
60,120,0.00019272183,9.128742e-05
80,120,0.007908948,0.0007709414
100,120,-0.009346548,-0.07560862
120,120,-0.011003043,-9.573283e-05
140,120,0.0053536715,-0.009544318
160,120,-0.05207041,-0.12039657
180,120,0.017165724,0.023167582
200,120,-0.103308186,-0.07794017
220,120,0.026150785,0.024517586
240,120,-0.03248209,-0.02040015
260,120,-0.0060720495,-0.0054616313
280,120,-0.006631718,0.0124295615
300,120,-0.08659017,-0.007076114
320,120,-0.0033205457,0.012120216
340,120,-0.04883781,0.035119347
360,120,0.0014386325,-0.0009675195
380,120,0.037745748,0.00011932239
400,120,0.11787444,0.13309793
420,120,-0.03684623,0.054506086
440,120,0.13154222,0.2210129
460,120,0.0776317,0.20253837
480,120,0.11211104,0.2845811
500,120,0.04184192,0.27981937
520,120,0.12281342,0.29503688
540,120,-0.013025915,0.19212617
560,120,-0.026127322,0.094536625
580,120,-0.17412862,0.2897292
600,120,-0.14644204,0.37381685
620,120,-0.22313295,0.48614368
640,120,-0.21534818,0.21604465
660,120,0.12075079,0.05472364
680,120,0.008168781,0.046645332
700,120,-0.020081284,-0.004737265
720,120,0.013505063,-0.008427078
740,120,-0.02127597,0.039172065
760,120,0.00067223946,-0.0016932435
780,120,0.029353824,0.013866452
800,120,-0.054656107,0.0070350734
820,120,-0.0008721619,0.008910546
840,120,-0.0031361864,-0.0020478053
860,120,-0.027566696,-0.03552881
880,120,0.015025498,-0.022148538
900,120,-0.03283072,0.0810668
920,120,-0.019364849,0.010165032
940,120,0.011315807,0.0043735565
960,120,0.02169351,0.04730786
980,120,-0.051519576,0.021353142
0,140,-4.6131772e-05,-0.004457814
20,140,0.0009997091,-0.00075102085
40,140,0.014456543,-0.0034328944
60,140,-0.040135328,0.08655658
80,140,-0.051128108,-0.11697502
100,140,0.010764665,-0.026818737
