x,y,fx,fy
0,0,-0.023672752,0.26969728
20,0,-0.0016485058,0.22770944
40,0,0.12911116,-0.028844705
60,0,0.06419506,-0.2787571
80,0,0.23930381,-0.015665235
100,0,0.22779901,0.047909357
120,0,0.17671034,0.0016239842
140,0,0.005464592,0.0010867298
160,0,-0.0005853922,0.0002173528
180,0,-0.007062929,-0.008239991
200,0,0.031508118,-0.011818354
220,0,0.00040109365,0.00024261823
240,0,-0.01532863,0.012350101
260,0,0.008502746,0.011480105
280,0,0.20748127,0.003146655
300,0,4.2020936e-05,5.665526e-06
320,0,0.04087415,-0.003988929
340,0,0.2043436,-0.0050995145
360,0,0.048504815,-0.014964115
380,0,0.012613324,-0.0042523555
400,0,-0.027414123,-0.002235969
420,0,-2.464403e-07,6.7232686e-06
440,0,1.2583031e-06,1.3072448e-06
460,0,0.022790505,0.025557956
480,0,0.11567472,0.01589596
500,0,0.24495809,0.00520412
520,0,-0.043952394,0.0073133926
540,0,0.00041843427,0.0012236844
560,0,0.12966576,-0.0073090373
580,0,0.0343286,0.07392968
600,0,-4.0569957e-05,-0.00026809814
620,0,-0.009087158,0.0011557648
640,0,0.0068708826,0.014665644
660,0,8.733166e-05,6.7338115e-05
680,0,2.3684112e-05,6.916465e-05
700,0,0.087136395,-0.051026784
720,0,0.15873902,-0.01784886
740,0,0.0015168632,0.0020066113
760,0,0.025136868,0.0051299324
780,0,0.093162134,0.013807064
800,0,0.012936274,0.007016502
820,0,0.030549003,0.09977887
840,0,0.0020647685,0.004670322
860,0,0.006235371,0.06455816
880,0,-0.0067233816,0.004225607
900,0,0.035138663,0.032033805
920,0,-0.0008040456,0.013306486
940,0,0.05213036,-0.038173188
960,0,0.15605721,0.04985991
980,0,0.08532446,-0.0041699186
0,20,-1.2982023,1.3600051
20,20,-0.11201277,1.0078093
40,20,0.13274813,0.14194143
60,20,0.01666255,-0.24739173
80,20,0.0034814524,-0.023650846
100,20,0.014689831,-0.010529732
120,20,0.21793135,0.04221008
140,20,0.11445624,0.062027074
160,20,0.005293112,-0.0049309228
180,20,0.0010612995,-0.027489334
200,20,0.034058552,-0.0244289
220,20,0.013020052,0.024280297
240,20,-8.612042e-06,1.3200885e-06
260,20,0.0014472905,-0.00061149965
280,20,0.15045376,-0.07518703
300,20,0.026307238,-3.5072597e-05
320,20,9.935367e-06,7.1559494e-05
340,20,0.20120499,-0.01611946
360,20,0.19666,0.029767975
380,20,0.026121734,-0.015965614
400,20,0.0017299386,-0.0003027635
420,20,4.1423673e-06,2.8535382e-07
440,20,9.658253e-07,-1.8388951e-07
460,20,4.831821e-05,3.037347e-05
480,20,0.000393171,-4.3828255e-05
500,20,0.16149718,0.0017654508
520,20,0.00024162643,0.00073733495
540,20,0.07355581,0.024830166
560,20,0.014245006,0.0029040514
580,20,0.083952375,0.19571933
600,20,6.3187515e-05,0.00028030333
620,20,0.0014420238,0.0022965323
640,20,0.012967292,0.0038100434
660,20,0.10076204,0.062111925
680,20,0.0369686,0.035869855
700,20,0.021282298,0.011961552
720,20,-0.013967082,0.08483646
740,20,-0.0052896645,0.010441984
760,20,7.906486e-05,2.3904211e-05
780,20,4.1681025e-05,-4.9665134e-05
800,20,0.00037958147,9.865516e-05
820,20,0.18965133,0.15317093
840,20,-0.0036755146,-0.020996325
860,20,0.0012883546,-0.06991206
880,20,-0.0015799461,0.02906506
900,20,0.12367214,0.11380963
920,20,0.022846963,0.0006077463
940,20,0.09682797,0.053971898
960,20,-0.00026405958,0.0006546256
980,20,0.1651115,0.07725196
0,40,-0.7108835,0.39767897
20,40,0.10494072,0.8023014
40,40,0.0015347307,0.0005219965
60,40,0.002492505,-0.0046762135
80,40,0.0020319456,-0.065752976
100,40,0.116019346,-0.013646741
120,40,0.12078824,0.0060561746
140,40,0.08972694,0.0044640247
160,40,0.046704795,-0.004502666
180,40,-2.4075089e-05,1.4097379e-06
200,40,0.046534378,-0.015761616
220,40,0.12897266,0.021351403
240,40,0.11570039,0.005949968
260,40,0.0019312538,-0.0040731565
280,40,0.13445182,0.0058847014
300,40,0.09146312,-0.0006418395
320,40,1.1373894e-06,9.6102525e-08
340,40,4.4805242e-06,2.0598748e-06
360,40,2.20595e-06,-1.6405425e-05
380,40,8.914926e-07,1.8797562e-06
400,40,7.849975e-06,-6.2730014e-06
420,40,6.9266835e-06,1.0844651e-07
440,40,4.368592e-06,5.9650813e-07
460,40,4.0114332e-06,6.0101274e-07
480,40,3.7450689e-06,-1.4067183e-06
500,40,1.4286188e-06,4.8037367e-07
520,40,-9.382781e-06,4.782461e-07
540,40,0.05429362,-0.0015052435
560,40,0.1324307,0.0139939
580,40,0.0106532425,-0.0072755497
600,40,-6.9799253e-06,-1.8069431e-05
620,40,0.019583482,-0.038291086
640,40,0.012355635,0.049985766
660,40,0.26659936,-0.007269223
680,40,0.0996054,-0.018892612
700,40,0.010442891,0.02118448
720,40,0.060362276,0.033151787
740,40,-0.0040077684,0.006507845
760,40,0.010101023,-0.0031758577
780,40,0.052609213,0.00043248525
800,40,3.6870572e-06,3.9847864e-06
820,40,-0.0009455745,0.0016072245
840,40,-0.069872096,0.013482478
860,40,-0.0002209667,-0.000109826906
880,40,0.042756137,0.036865
900,40,0.0024688006,0.0011153949
920,40,0.0004843511,0.16033742
940,40,0.00048858207,0.0002754073
960,40,0.032921605,0.037321694
980,40,3.6051464e-05,7.2759885e-06
0,60,0.2602198,0.0034612678
20,60,0.40291494,-0.017811792
40,60,0.004330168,-0.019594816
60,60,0.11957638,0.00509302
80,60,0.016126607,0.0013831393
100,60,0.037679806,0.004007076
120,60,0.030189529,0.019378494
140,60,0.15379661,-0.043357763
160,60,0.19364317,-0.033993304
180,60,-0.018216422,-0.026273903
200,60,0.0050194697,-0.00032494034
220,60,0.021859184,-0.0007979247
240,60,0.10688092,0.02235002
260,60,0.049318332,-0.0023750907
280,60,0.034608863,0.0045205457
300,60,0.14695543,-0.005186775
320,60,-0.0017218023,0.021224609
340,60,-0.015159822,-0.02241909
360,60,-0.00066332734,-0.00011474383
380,60,0.0002464341,5.3998956e-05
400,60,0.00058272335,3.479473e-05
420,60,0.00016877416,9.4139905e-05
440,60,4.5463177e-05,4.66671e-05
460,60,0.0009494506,-0.00287159
480,60,0.07827182,0.0018196504
500,60,0.030764902,0.021563672
520,60,-0.019372594,0.021754581
540,60,0.14072648,0.07188825
560,60,0.10548737,-0.02734746
580,60,0.009110337,0.0033081193
600,60,0.06701518,0.0835669
620,60,0.046005238,-0.050440583
640,60,0.028871227,0.057736956
660,60,0.031225616,0.018458543
680,60,-0.033665907,0.007765357
700,60,-0.041540712,0.06890624
720,60,0.0001820684,-0.0003462227
740,60,-0.00032508367,0.025608063
760,60,0.0061135856,0.031830825
780,60,0.04611499,0.013040689
800,60,-0.0019623719,-0.017866308
820,60,0.00066856504,-0.001042793
840,60,-1.0619952e-06,-2.4388416e-07
860,60,-9.59052e-06,2.6831265e-07
880,60,7.141843e-07,-1.5307783e-07
900,60,2.0273083e-05,2.7274738e-05
920,60,0.00037066126,0.00080656324
940,60,0.00015220736,-1.5076294e-05
960,60,0.0011504417,0.0047101695
980,60,0.19079563,0.0086234175
0,80,0.013742827,-0.0064425194
20,80,0.066992566,0.0035071468
40,80,0.00027838539,-0.0005723565
60,80,0.005186786,0.0007885855
80,80,-7.1865325e-06,-1.6030897e-05
100,80,0.0070813554,-0.0026149512
120,80,0.079706326,-0.18608269
140,80,0.00382621,-0.0040673614
160,80,0.009054439,0.00826233
180,80,0.027649995,-0.17256941
200,80,-0.00027039455,-0.00046928666
220,80,0.08605244,0.103770785
240,80,0.26304972,0.053079113
260,80,0.022529563,-0.0022116448
280,80,0.20490198,-0.21097347
300,80,-0.04879576,0.04066121
320,80,0.19957998,0.004976319
340,80,0.041269362,0.0027503874
360,80,-0.02656629,-0.06483649
380,80,-0.0027956567,-0.00794888
400,80,0.18577442,-0.041722752
420,80,0.2447138,0.0025729851
440,80,0.00017402622,2.4764955e-05
460,80,-0.0004508408,0.0019274183
480,80,0.00047133653,1.889059e-05
500,80,0.0058988426,0.01293199
520,80,-0.0011422334,0.002846186
540,80,0.00047677217,-0.0026595546
560,80,0.0034775056,0.007252172
580,80,-0.05068689,0.07585403
600,80,0.09480799,-0.027100725
620,80,0.4230818,1.745358
640,80,-0.067378774,-0.021074725
660,80,0.02149667,-0.005340617
680,80,0.042340826,-0.06572109
700,80,0.07371236,0.043962713
720,80,-0.0075933747,0.014203886
740,80,-0.00702424,0.01961758
760,80,-0.0008585872,0.009105975
780,80,-6.780264e-06,1.1060802e-06
800,80,-0.003380602,0.01301874
820,80,0.022079542,0.012013164
840,80,8.583969e-06,2.1332269e-06
860,80,6.1527404e-05,0.00035825142
880,80,-0.00055604085,0.0004254034
900,80,-0.00017126271,0.00015122833
920,80,0.053718545,0.07756807
940,80,0.1652823,0.10200175
960,80,0.18361749,0.001031288
980,80,0.21468103,0.036559984
0,100,-6.592085e-05,-3.434821e-06
20,100,0.004535828,0.013551201
40,100,0.005804978,-0.0019084637
60,100,0.013672379,-0.016239807
80,100,-6.7223344e-05,-7.266328e-05
100,100,0.17737046,-0.0059166783
120,100,0.20433442,-0.014921077
140,100,0.034064084,-0.059814453
160,100,0.018694388,-0.06740368
180,100,-0.010411972,-0.040226907
200,100,6.6418856e-05,-0.00011881863
220,100,0.00018574459,5.253115e-05
240,100,0.19137304,-0.024555707
260,100,0.021239601,-0.003359608
280,100,0.00021478755,4.6073546e-06
300,100,-0.00175585,7.863054e-05
320,100,-0.040500913,0.010213412
340,100,0.01447489,0.0018393665
360,100,9.134983e-07,-1.571294e-06
380,100,0.015268331,-0.042134814
400,100,0.117058255,0.11974164
420,100,0.1604912,0.034098197
440,100,0.00039691236,0.0004178897
460,100,7.0357914e-06,1.1896398e-06
480,100,0.0027480116,0.010222501
500,100,0.07680486,-0.02808681
520,100,0.0005867333,-0.00038249514
540,100,5.205244e-06,7.5542553e-06
560,100,0.14624634,-0.020313434
580,100,-0.014391848,-2.824573e-05
600,100,-0.0448737,-0.015739258
620,100,-0.2832749,1.3213649
640,100,-0.008901069,0.7808451
660,100,0.5465358,0.6631097
680,100,0.45799878,0.647407
700,100,0.40961897,0.6441704
720,100,0.17394322,0.5760555
740,100,0.019476706,0.061178207
760,100,0.017168272,0.036882646
780,100,-5.0092713e-06,3.1105023e-06
800,100,8.8284265e-05,6.0454084e-05
820,100,0.00022460453,0.0002770579
840,100,0.06217533,0.02129061
860,100,0.029290264,0.0010792486
880,100,0.009121758,0.028717292
900,100,0.00028977936,-0.0006586767
