x,y,fx,fy
0,0,7.992097e-05,0.0002251656
20,0,1.7255577e-05,-4.437619e-06
40,0,0.0020084367,0.011605883
60,0,0.001555757,-0.001017213
80,0,0.002406218,6.6573506e-05
100,0,0.0010823794,0.0014854604
120,0,0.057549123,0.0035540601
140,0,-0.006101178,0.06565098
160,0,0.06613817,0.12093238
180,0,-0.001364689,0.0011252745
200,0,0.00027463675,-0.00011332035
220,0,-0.00012968363,0.00016246876
240,0,0.0014888798,0.0055005187
260,0,0.006675268,0.0006428981
280,0,5.348482e-07,4.2700657e-07
300,0,-0.12696432,0.07137654
320,0,-0.012372065,0.001175199
340,0,0.014819793,0.1507878
360,0,0.060679402,0.018744709
380,0,-0.014306336,0.0823088
400,0,-0.013942548,-0.08347068
420,0,-0.04893905,0.22057806
440,0,0.010398975,0.04467492
460,0,-0.016213875,0.2275424
480,0,0.01996473,0.076911725
500,0,-0.008846805,0.20286164
520,0,0.04672923,0.019326672
540,0,0.001730002,0.013045966
560,0,0.0039954446,0.003954959
580,0,0.015056899,0.0036797621
600,0,-0.034482423,0.006149558
620,0,0.084286764,0.004186004
640,0,-0.008874728,-0.032699067
660,0,-0.0084551945,-0.0019244978
680,0,0.013901713,0.037436705
700,0,2.1994351e-06,8.651658e-06
720,0,0.0047540446,0.0004186145
740,0,0.14027564,-0.040943954
760,0,0.19960693,-0.009518372
780,0,-0.0022416967,0.008828207
800,0,0.00021863739,0.0027662583
820,0,0.013329127,0.025693044
840,0,0.052858274,0.024471782
860,0,0.041191988,0.027365435
880,0,0.00020347012,8.895802e-05
900,0,0.08148455,-0.03543707
920,0,-0.005396965,0.046394575
940,0,0.17841633,-0.10241455
960,0,-0.002181471,0.0069392235
980,0,2.9890502e-05,5.8470023e-06
0,20,0.009095489,0.0076711783
20,20,-6.5383216e-07,1.053367e-05
40,20,-0.047284745,-0.015265582
60,20,-0.014353274,-0.12246997
80,20,6.1700625e-06,-2.0587495e-06
100,20,-4.813195e-07,-4.7591133e-08
120,20,1.6923612e-07,1.726753e-08
140,20,-8.6877306e-05,-4.2075128e-05
160,20,0.00028398182,-2.4358356e-05
180,20,4.8965325e-07,-1.1233906e-07
200,20,-1.7927779e-06,3.837468e-07
220,20,1.9921009e-07,1.8295945e-06
240,20,0.0001234295,-0.0110622365
260,20,0.00033594182,6.891591e-05
280,20,5.003991e-06,-3.16225e-06
300,20,0.09496879,-0.08819433
320,20,-0.0096415775,0.016577244
340,20,0.00019508453,0.0015695592
360,20,0.013599621,0.053732365
380,20,0.06240011,0.12714294
400,20,0.060786292,0.0058981287
420,20,0.016590517,0.17781168
440,20,0.009758068,-0.014987796
460,20,0.002303842,-0.007467372
480,20,-0.011619007,-0.024036074
500,20,0.053770933,-0.0089200875
520,20,-0.032193217,0.009091097
540,20,0.0025595047,0.009525434
560,20,0.13055086,0.0028105918
580,20,0.15658209,0.050270487
600,20,0.02944889,-0.0892861
620,20,0.04324305,-0.13392736
640,20,0.005606889,-0.025814487
660,20,-4.5764995e-05,1.0620365e-05
680,20,-0.000552905,-0.00025569613
700,20,-0.03490007,-0.008136529
720,20,0.007138605,0.0006168359
740,20,0.0261163,-0.029062767
760,20,0.24173653,0.00030951132
780,20,0.013625262,-0.01710276
800,20,-0.014980365,-0.0093014585
820,20,0.001713055,0.0016591506
840,20,-0.00090005033,-0.007401445
860,20,0.010196708,-0.01689224
880,20,-4.746595e-06,-2.9816565e-05
900,20,0.012951243,0.0029086452
920,20,0.043301277,-0.02534569
940,20,-0.00011624424,9.374174e-05
960,20,-4.8564187e-05,0.035684872
980,20,0.007954469,0.00804914
0,40,0.005229127,0.0039111255
20,40,-0.0025353,-0.0044664866
40,40,-0.0037088061,-0.000689182
60,40,1.9302977e-05,-5.5208375e-06
80,40,-0.0023784325,-0.019192463
100,40,3.822607e-07,-2.1524399e-07
120,40,-3.4729945e-07,-1.0191579e-06
140,40,0.0011042808,0.02371578
160,40,0.00011068495,6.318972e-05
180,40,-3.1516768e-07,-3.263215e-07
200,40,-6.8037196e-05,-0.00017763024
220,40,-0.029886877,-0.010870091
240,40,-0.045762256,0.0050821863
260,40,-0.0014904465,0.011879982
280,40,5.7153943e-06,-1.4146691e-05
300,40,-8.867311e-06,1.347493e-05
320,40,-9.252333e-06,8.884697e-06
340,40,-1.5596466e-05,-5.6742978e-05
360,40,0.038135134,0.011259402
380,40,0.046017412,0.06524443
400,40,0.045675606,0.025237745
420,40,0.1720318,0.008914492
440,40,0.06531713,0.045055643
460,40,0.07627597,0.17528547
480,40,-0.03112517,0.2200936
500,40,-0.001595678,0.011932176
520,40,0.11798856,-0.030696975
540,40,-0.012811849,-0.031409252
560,40,0.0031313433,-0.05718491
580,40,0.001397129,-0.00064755447
600,40,-0.030704409,0.023685891
620,40,0.0049616178,0.011483957
640,40,0.015293712,0.027046341
660,40,0.011521843,-0.0041763466
680,40,-5.1120565e-05,-6.287239e-05
700,40,-0.027716858,-0.0009325262
720,40,-0.00092695426,-2.3293745e-05
740,40,0.0146526955,-0.0023088148
760,40,0.17377174,0.0145056825
780,40,0.074404016,0.0841282
800,40,1.4557994e-05,-6.48427e-08
820,40,-1.069932e-05,-2.1003441e-07
840,40,-5.3865615e-06,1.7585683e-06
860,40,6.0875354e-06,-2.1974232e-05
880,40,-0.00014561738,0.00019229954
900,40,0.066653386,-0.06105986
920,40,0.048169605,0.009060249
940,40,0.045933165,0.13878393
