x,y,fx,fy
0,0,-0.045299254,0.061987314
20,0,-0.019801361,-0.04331922
40,0,-0.00021746068,0.004835671
60,0,3.4959055e-07,1.6685435e-05
80,0,-0.00014213822,7.1241484e-05
100,0,2.9778561e-05,4.7461217e-05
120,0,-0.013657971,-0.0010085682
140,0,-0.00040903888,0.00035338206
160,0,-0.01165687,0.0022005348
180,0,3.1847783e-05,9.140706e-06
200,0,-0.002303835,-0.0010803125
220,0,-0.056141924,0.070585065
240,0,0.00028450487,-0.0023666811
260,0,0.15580016,0.01278799
280,0,0.00040310467,-1.8824772e-05
300,0,-1.1154086e-05,-6.957111e-06
320,0,0.009820638,0.16733438
340,0,-0.054475825,0.033655703
360,0,-0.0045299707,0.004376227
380,0,3.9751838e-05,2.4019044e-05
400,0,-0.038749203,0.016323831
420,0,0.004345978,0.004200166
440,0,0.015003938,-0.0059356876
460,0,0.012610414,0.00471398
480,0,8.182123e-05,0.00027112314
500,0,-0.039961077,-0.009801856
520,0,-0.045343876,0.107632756
540,0,0.0038900482,-0.007624862
560,0,-0.004778631,-0.14116155
580,0,0.0752588,-0.019110255
600,0,0.07479979,-0.046957374
620,0,0.058671795,0.002452099
640,0,0.11003169,0.040635634
660,0,0.005354899,0.025455745
680,0,0.0007431683,0.00093597075
700,0,0.009003663,0.092694156
720,0,-7.8510646e-05,3.3478293e-05
740,0,0.007918201,0.21935035
760,0,-0.00024199722,0.00047222327
780,0,0.0017893799,0.0019765166
800,0,-0.0036556323,0.012354609
820,0,-0.0139289405,-0.0024557768
840,0,0.01360276,-0.0020468591
860,0,0.017504882,-0.046506345
880,0,-0.00062000286,0.0006147952
900,0,1.5505851e-05,1.0053982e-05
920,0,5.774835e-06,-1.0783579e-06
940,0,-0.0007051917,0.012965892
960,0,4.047793e-06,2.7596775e-06
980,0,-6.8070767e-07,1.546641e-05
0,20,-0.0028248732,-0.0020647096
20,20,0.004397155,-0.21155944
40,20,0.014448049,-0.0100797145
60,20,0.0028792552,0.00078101654
80,20,-0.00034449136,-0.00018639279
100,20,8.954072e-07,2.1531471e-07
120,20,1.4199194e-06,-1.6745992e-06
140,20,0.005073644,0.02731738
