x,y,fx,fy
0,0,0.038166847,-0.027138794
20,0,-0.06411206,-0.22962259
40,0,-0.0102924835,-0.0013715901
60,0,-0.0038900753,-0.008732742
80,0,-0.004091189,-0.0014277148
100,0,0.000660928,0.00134832
120,0,-0.036795657,0.0056500556
140,0,0.0036419975,0.0009861474
160,0,0.027375562,-0.0020042371
180,0,-0.0018442308,-0.0033119007
200,0,-0.0114047825,0.012013475
220,0,-0.037187174,0.06933894
240,0,-0.0012887891,0.008525831
260,0,0.01664396,0.002201405
280,0,0.0031002313,0.015011958
300,0,-0.0048622754,0.042367723
320,0,0.011755182,-0.001836442
340,0,-0.0018106821,-0.019903563
360,0,-0.0029471947,-0.0019494809
380,0,0.0041744774,0.0035054784
400,0,-0.018815268,0.0030015477
420,0,-0.04051011,0.017086396
440,0,0.0021137751,0.003127338
460,0,-0.052304495,0.00761711
480,0,6.688395e-05,-7.0816377e-06
500,0,-4.725035e-05,6.289566e-05
520,0,-0.009929765,0.021377902
540,0,0.023295114,0.024579685
560,0,-0.0011724611,0.0011670132
580,0,-0.025121935,-0.014338664
600,0,-0.00042998986,2.2240454e-05
620,0,-6.467152e-05,0.00029613625
640,0,7.7177436e-05,2.2801236e-05
660,0,0.004676913,0.022121876
680,0,-0.0013461005,0.0151073905
700,0,0.015367749,0.0016832452
720,0,-0.000983954,0.0025006474
740,0,0.002016887,0.00018143638
760,0,-0.0009578024,0.0047101206
780,0,-0.00051011634,-0.0031968395
800,0,-0.035791412,0.0037530481
820,0,-0.0022514267,-0.01831692
840,0,-0.005849131,0.0059791342
860,0,0.0044993996,-0.0029285634
880,0,0.00035977212,0.00022263626
900,0,-1.5336304e-06,9.613029e-06
920,0,-1.0303142e-05,4.7875386e-07
940,0,-8.083376e-06,2.0941909e-05
960,0,-0.00010750195,-8.4431224e-07
980,0,0.00514291,0.0039823228
0,20,0.0048517995,-0.004010144
20,20,0.034083698,0.027988628
40,20,0.023471998,0.103775755
60,20,-0.00011535569,7.441778e-05
80,20,7.1052727e-06,6.266296e-06
100,20,-0.000119432174,4.4968085e-05
120,20,-0.06639156,-0.03501738
140,20,-0.004120285,-0.033083014
160,20,-0.012044407,-0.013634311
180,20,-0.005090772,0.0005735579
200,20,-0.013244965,0.0065920837
220,20,-8.757048e-07,-1.5902734e-06
240,20,-0.00027699972,0.0004744265
260,20,-0.023524731,-0.013929984
280,20,0.010438022,0.024664579
300,20,0.022849167,0.11887467
320,20,-0.00019766798,9.5228905e-05
340,20,-0.048287228,0.00077055086
360,20,-0.0066842334,0.100519694
