x,y,fx,fy
0,0,0.003747996,0.431087
20,0,-0.036490217,0.061030757
40,0,0.017068671,0.17963614
60,0,-0.040889088,0.020883163
80,0,0.018037375,0.015352908
100,0,-0.015248452,0.1791768
120,0,-0.20912117,0.13476512
140,0,-0.0024281242,0.0015027073
160,0,-0.01896291,0.0976266
180,0,-0.24629402,0.23825774
200,0,-0.23849814,0.17021447
220,0,0.018071847,0.22538063
240,0,-5.9141472e-05,4.182849e-05
260,0,-0.0038677217,0.009530686
280,0,-0.32930815,0.10542009
300,0,-3.444647e-06,0.00011678361
320,0,-0.00033253853,0.0005961605
340,0,0.015619528,0.10448494
360,0,0.003193545,0.22742702
380,0,-0.020457791,0.28854734
400,0,-0.030971494,0.10781112
420,0,-0.28075242,0.22828916
440,0,-0.33911294,0.077494286
460,0,-0.17240754,0.20235056
480,0,-0.35013157,0.19956434
500,0,-0.23017086,0.10179112
520,0,-0.34058782,0.0947797
540,0,-0.06693164,0.1591736
560,0,-0.24486738,0.26390862
580,0,-0.3892291,0.088786
600,0,-0.037699822,0.052106816
620,0,-0.26262262,0.2566414
640,0,-0.2270729,0.3146166
660,0,-0.03268636,0.044442095
680,0,-0.09441322,0.11393282
700,0,-0.11068324,0.10598783
720,0,-0.2995182,0.13671085
740,0,-0.046246644,0.053245034
760,0,-0.00085345143,0.00077545166
780,0,-0.0009357237,0.00053533784
800,0,-1.8600238e-05,1.0759883e-05
820,0,-0.0059819813,-0.0030810982
840,0,-0.029947631,-0.008959933
860,0,-0.028587602,-0.00025278
880,0,-0.22360137,0.033579666
900,0,-0.22015238,0.04384429
920,0,-0.01874943,-0.0030845057
940,0,-0.23560147,0.051312376
960,0,-0.0020486997,0.00083177205
980,0,-0.1614291,-0.010408825
0,20,-0.0010155517,0.002493798
20,20,0.00028707067,0.0017651744
40,20,-0.0050086277,0.21139996
60,20,0.04612064,0.21082918
80,20,0.009505245,-0.026346475
100,20,-0.028185455,0.036878783
120,20,-0.047937937,0.050868943
140,20,-0.038226847,0.1011552
160,20,0.0038547267,0.042385098
180,20,-0.2970553,0.22325648
200,20,-0.1622217,0.19129007
220,20,0.013310791,0.15846942
240,20,-3.8345344e-05,-4.6711425e-06
