x,y,fx,fy
0,0,-0.012181287,-0.024751725
20,0,0.017758181,0.06907305
40,0,-0.033850737,-0.18445837
60,0,-0.00078669365,0.002025829
80,0,-0.16083807,-0.05329256
100,0,-0.016779453,0.011629644
120,0,-0.10127626,-0.07094593
140,0,-0.0131437415,-0.011642993
160,0,-0.05429749,-0.18312952
180,0,0.026997194,0.0036448948
200,0,-0.01935388,0.004572539
220,0,-0.06617452,0.031630646
240,0,-0.060992163,0.114427224
260,0,0.0069486885,0.0069508557
280,0,0.017541224,-0.031225152
300,0,-0.004058103,0.045620155
320,0,0.022185896,-0.002104844
340,0,-0.061973557,-0.007900836
360,0,-0.0316618,-0.09855496
380,0,0.00031704074,0.0050604846
400,0,-0.009375993,-0.004893689
420,0,0.005254407,-0.16037893
440,0,-0.004084897,0.05819782
460,0,-0.0018356929,-0.00033682605
480,0,-0.0001291135,-0.00023115995
500,0,0.00032396492,0.009767515
520,0,-0.07275503,-0.05175065
540,0,0.18093301,0.010898051
560,0,0.019346526,0.006428264
580,0,0.008979318,-0.00040632553
600,0,-0.07836868,0.08782089
620,0,-0.006506413,0.0006753644
640,0,-0.022341019,0.0040349816
660,0,0.0018471869,0.024992526
680,0,-0.016613744,-0.013931883
700,0,-0.009023507,-0.044370644
720,0,-0.03642239,-0.017618222
740,0,0.006922843,-0.0014289715
760,0,5.7392062e-05,0.0001058879
780,0,-0.0024402493,0.045758806
800,0,0.00011792607,-1.4505866e-05
820,0,0.06267394,-0.022171795
840,0,0.02973806,-0.0033452103
860,0,0.012069955,-0.00013445517
880,0,0.017203996,0.004287381
900,0,-0.15646297,-0.053507403
920,0,-0.008193426,0.046933956
940,0,-0.020386646,0.036727652
960,0,0.15098901,-0.09615386
980,0,0.034514397,-0.022724058
0,20,-0.06595761,-0.01006585
20,20,-0.016970158,-0.21844235
40,20,0.00063652045,-0.00063983153
60,20,1.2908874e-05,-1.0543853e-05
80,20,-0.015804468,-0.056973975
100,20,-0.06275539,0.03356658
120,20,-0.12142344,-0.11845147
140,20,-0.034585174,0.06331217
160,20,0.013357237,0.017950883
180,20,0.00096719223,-0.0010323358
200,20,-0.028163865,-0.061939582
220,20,-5.851647e-05,0.00016864775
240,20,-0.050916858,0.004205324
260,20,0.0003083093,-0.00037237327
280,20,-0.068065934,-0.059733745
300,20,0.024713764,-0.004917299
320,20,-0.025917673,-0.017725673
340,20,0.26252383,0.0016791323
360,20,0.004518672,8.329685e-05
380,20,0.0021683783,-0.008421769
400,20,-4.357453e-05,-3.0696876e-05
420,20,0.031260755,0.017579794
440,20,0.006023916,0.19333284
460,20,0.021628194,0.03574143
480,20,0.0010595811,-0.00033160407
500,20,-0.00042654414,-0.00012955064
520,20,-0.03581652,-0.04348004
540,20,0.007900644,-0.01079557
560,20,0.006675404,0.0020715727
580,20,0.051735315,-0.07687946
600,20,0.0012082871,-0.0007956668
620,20,-0.03468627,-0.046344846
640,20,0.011582594,0.04940948
660,20,0.00033173632,0.00036150755
680,20,0.00011479556,-0.00481296
700,20,-0.011560941,0.033240467
720,20,-0.00037521237,8.457221e-06
740,20,-0.055391252,-0.008664029
760,20,-0.011810176,0.0018391826
780,20,-0.00954569,-0.008039383
800,20,0.0078691,-0.009111975
820,20,-0.00027210702,-3.884229e-05
840,20,-0.00035094543,0.005105789
860,20,-0.091957085,-0.034785025
880,20,-0.041611556,-0.007980988
900,20,0.023795689,-0.06871707
920,20,0.031102924,-0.081591986
940,20,-0.0007298184,0.0004176499
960,20,0.000107450986,-8.691618e-05
